flex_1,flex_2,flex_3,flex_4,flex_5,Qw,Qx,Qy,Qz,GYRx,GYRy,GYRz,ACCx,ACCy,ACCz,ACCx_real,ACCy_real,ACCz_real,ACCx_world,ACCy_world,ACCz_world,GRAx,GRAy,GRAz,ACCx_raw,ACCy_raw,ACCz_raw,GYRx_raw,GYRy_raw,GYRz_raw
2896.0,2806.0,2861.0,3120.0,3025.0,0.991821,-0.052002,-0.116455,0.000916,2.0,2.0,0.0,2042.0,-929.0,7673.0,150.0,-82.0,-252.0,203.0,-105.0,-200.0,0.23091,-0.103367,0.967444,4112.0,-1892.0,15254.0,58.0,46.0,4.0
2895.0,2807.0,2870.0,3121.0,3024.0,0.991882,-0.051575,-0.116028,0.000854,0.0,1.0,-1.0,1972.0,-865.0,7793.0,87.0,-25.0,-134.0,115.0,-37.0,-107.0,0.230084,-0.10251,0.967709,3774.0,-1464.0,16218.0,14.0,25.0,-5.0
2896.0,2807.0,2870.0,3119.0,3027.0,0.991882,-0.051697,-0.11615,0.000854,-2.0,-2.0,-1.0,1978.0,-866.0,7867.0,91.0,-24.0,-60.0,102.0,-28.0,-34.0,0.230326,-0.102753,0.967668,4022.0,-1836.0,16062.0,-33.0,-36.0,-2.0
2895.0,2807.0,2871.0,3127.0,3023.0,0.99176,-0.052002,-0.116699,0.000732,-1.0,-2.0,-1.0,1992.0,-888.0,7751.0,96.0,-41.0,-172.0,132.0,-57.0,-139.0,0.231399,-0.103318,0.967266,4046.0,-1760.0,15038.0,-16.0,-28.0,-9.0
2895.0,2807.0,2873.0,3123.0,3023.0,0.99176,-0.052124,-0.116821,0.000732,-1.0,0.0,-1.0,2012.0,-890.0,7722.0,114.0,-41.0,-201.0,157.0,-59.0,-163.0,0.231641,-0.10356,0.967225,4148.0,-1824.0,15392.0,-9.0,4.0,-2.0
2895.0,2803.0,2871.0,3123.0,3023.0,0.99176,-0.052185,-0.116821,0.000732,0.0,0.0,0.0,2008.0,-895.0,7780.0,110.0,-45.0,-143.0,139.0,-58.0,-108.0,0.231641,-0.103681,0.967218,3928.0,-1752.0,15646.0,1.0,11.0,0.0
2895.0,2805.0,2871.0,3121.0,3023.0,0.99176,-0.052185,-0.116943,0.000732,-1.0,-1.0,-1.0,1988.0,-879.0,7777.0,88.0,-29.0,-146.0,119.0,-42.0,-117.0,0.231883,-0.103681,0.96719,3860.0,-1656.0,15520.0,-8.0,-13.0,-3.0
2891.0,2805.0,2874.0,3120.0,3023.0,0.991699,-0.052429,-0.117249,0.000671,-2.0,-1.0,-1.0,2013.0,-882.0,7769.0,108.0,-28.0,-152.0,140.0,-42.0,-118.0,0.23248,-0.104145,0.966972,4158.0,-1854.0,15482.0,-23.0,-14.0,-2.0
2895.0,2805.0,2871.0,3120.0,3023.0,0.991699,-0.052551,-0.117371,0.000671,-1.0,-1.0,0.0,2013.0,-896.0,7744.0,106.0,-40.0,-177.0,143.0,-56.0,-142.0,0.232722,-0.104388,0.96693,3988.0,-1830.0,15330.0,-10.0,-8.0,0.0
2895.0,2807.0,2847.0,3123.0,3024.0,0.991638,-0.052612,-0.117554,0.000671,0.0,0.0,0.0,2010.0,-896.0,7719.0,100.0,-39.0,-200.0,143.0,-58.0,-165.0,0.233071,-0.104503,0.96676,3934.0,-1772.0,15410.0,7.0,7.0,6.0
2895.0,2806.0,2871.0,3123.0,3023.0,0.991638,-0.052612,-0.117493,0.000732,0.0,0.0,0.0,1999.0,-890.0,7732.0,90.0,-33.0,-187.0,130.0,-51.0,-156.0,0.232943,-0.104517,0.966774,3926.0,-1750.0,15618.0,5.0,11.0,4.0
2895.0,2805.0,2871.0,3119.0,3025.0,0.991638,-0.052673,-0.117615,0.000732,0.0,-1.0,0.0,1994.0,-898.0,7751.0,83.0,-40.0,-168.0,119.0,-56.0,-138.0,0.233185,-0.104638,0.966739,4002.0,-1784.0,15522.0,1.0,-8.0,0.0
2895.0,2807.0,2870.0,3119.0,3023.0,0.991638,-0.052673,-0.117737,0.000732,0.0,-1.0,0.0,1998.0,-897.0,7749.0,85.0,-39.0,-170.0,121.0,-55.0,-140.0,0.233427,-0.104638,0.96671,4038.0,-1786.0,15480.0,1.0,-6.0,0.0
2895.0,2807.0,2873.0,3121.0,3026.0,0.991638,-0.052673,-0.117798,0.000793,0.0,0.0,0.0,1994.0,-900.0,7734.0,80.0,-42.0,-185.0,120.0,-59.0,-155.0,0.233542,-0.104653,0.966696,3982.0,-1836.0,15430.0,5.0,8.0,0.0
2895.0,2803.0,2871.0,3123.0,3027.0,0.991638,-0.052673,-0.117798,0.000732,0.0,0.0,-1.0,1996.0,-899.0,7730.0,82.0,-41.0,-189.0,123.0,-59.0,-159.0,0.233549,-0.104638,0.966696,4028.0,-1792.0,15412.0,12.0,7.0,-2.0
2895.0,2806.0,2871.0,3123.0,3023.0,0.991638,-0.052612,-0.117798,0.000793,0.0,0.0,0.0,2004.0,-898.0,7739.0,90.0,-41.0,-180.0,129.0,-58.0,-148.0,0.233542,-0.104532,0.966703,4030.0,-1802.0,15434.0,13.0,14.0,2.0
2895.0,2806.0,2871.0,3120.0,3022.0,0.991638,-0.052551,-0.117798,0.000793,0.0,0.0,0.0,1999.0,-896.0,7744.0,85.0,-40.0,-175.0,123.0,-56.0,-145.0,0.233542,-0.104411,0.966709,3946.0,-1782.0,15518.0,14.0,13.0,1.0
2895.0,2807.0,2871.0,3121.0,3025.0,0.991638,-0.05249,-0.117798,0.000793,0.0,0.0,-1.0,2000.0,-889.0,7757.0,86.0,-34.0,-162.0,121.0,-49.0,-132.0,0.233542,-0.10429,0.966715,4034.0,-1742.0,15506.0,10.0,8.0,-1.0
2895.0,2804.0,2870.0,3121.0,3024.0,0.991638,-0.052429,-0.117859,0.000793,0.0,0.0,0.0,2007.0,-890.0,7763.0,92.0,-36.0,-156.0,125.0,-50.0,-125.0,0.233664,-0.104169,0.966707,4046.0,-1768.0,15562.0,7.0,6.0,0.0
2896.0,2805.0,2867.0,3121.0,3023.0,0.991638,-0.052429,-0.11792,0.000793,0.0,0.0,-1.0,1999.0,-888.0,7767.0,83.0,-34.0,-152.0,115.0,-48.0,-123.0,0.233785,-0.104169,0.966693,3948.0,-1750.0,15506.0,3.0,4.0,-1.0
2896.0,2807.0,2874.0,3120.0,3023.0,0.991638,-0.05249,-0.11792,0.000793,0.0,0.0,-1.0,2004.0,-891.0,7765.0,88.0,-36.0,-154.0,121.0,-50.0,-124.0,0.233784,-0.10429,0.966687,4060.0,-1800.0,15546.0,2.0,2.0,-1.0
2895.0,2806.0,2871.0,3119.0,3023.0,0.991577,-0.052551,-0.118042,0.000793,-1.0,-1.0,-1.0,1997.0,-890.0,7770.0,79.0,-34.0,-147.0,110.0,-47.0,-120.0,0.234012,-0.104405,0.96653,3992.0,-1782.0,15544.0,-6.0,-1.0,-1.0
2895.0,2807.0,2871.0,3123.0,3025.0,0.991577,-0.052551,-0.118103,0.000793,0.0,0.0,-1.0,2000.0,-895.0,7745.0,81.0,-39.0,-172.0,118.0,-55.0,-143.0,0.234133,-0.104405,0.966516,4016.0,-1782.0,15348.0,6.0,5.0,-1.0
2896.0,2805.0,2871.0,3119.0,3024.0,0.991577,-0.052551,-0.118103,0.000793,-1.0,0.0,0.0,1994.0,-884.0,7749.0,75.0,-28.0,-168.0,111.0,-44.0,-141.0,0.234133,-0.104405,0.966516,4000.0,-1770.0,15516.0,-2.0,7.0,1.0
2896.0,2805.0,2869.0,3122.0,3025.0,0.991577,-0.052551,-0.118164,0.000793,0.0,-1.0,-1.0,1989.0,-878.0,7759.0,69.0,-22.0,-158.0,103.0,-37.0,-134.0,0.234254,-0.104405,0.966501,3928.0,-1714.0,15610.0,2.0,-1.0,-1.0
2896.0,2807.0,2871.0,3125.0,3025.0,0.991577,-0.052612,-0.118286,0.000732,-1.0,-1.0,-1.0,1988.0,-879.0,7753.0,66.0,-22.0,-164.0,102.0,-38.0,-140.0,0.234503,-0.104512,0.966466,3980.0,-1776.0,15404.0,-6.0,-4.0,-2.0
2895.0,2807.0,2867.0,3123.0,3024.0,0.991577,-0.052612,-0.118408,0.000732,0.0,-1.0,-1.0,1989.0,-878.0,7746.0,65.0,-21.0,-171.0,103.0,-37.0,-147.0,0.234745,-0.104512,0.966437,3980.0,-1736.0,15466.0,3.0,0.0,-2.0
2893.0,2807.0,2870.0,3123.0,3025.0,0.991516,-0.052612,-0.118408,0.000732,-1.0,0.0,-1.0,1976.0,-867.0,7757.0,53.0,-10.0,-159.0,88.0,-25.0,-140.0,0.23473,-0.104505,0.966316,3854.0,-1732.0,15616.0,-2.0,3.0,-2.0
2891.0,2805.0,2871.0,3123.0,3024.0,0.991516,-0.052673,-0.118469,0.000732,-1.0,-1.0,-1.0,1981.0,-870.0,7766.0,57.0,-12.0,-149.0,90.0,-26.0,-129.0,0.234851,-0.104626,0.966295,4028.0,-1776.0,15580.0,-8.0,-3.0,-4.0
2893.0,2806.0,2871.0,3120.0,3023.0,0.991516,-0.052795,-0.118652,0.000671,-1.0,-1.0,-1.0,1987.0,-873.0,7767.0,60.0,-14.0,-148.0,92.0,-28.0,-127.0,0.235221,-0.104854,0.966239,4024.0,-1694.0,15538.0,-10.0,-7.0,-5.0
2896.0,2806.0,2869.0,3120.0,3023.0,0.991516,-0.052856,-0.118713,0.00061,-1.0,-1.0,-1.0,1997.0,-874.0,7763.0,69.0,-14.0,-152.0,102.0,-28.0,-129.0,0.235348,-0.104961,0.966218,4062.0,-1750.0,15458.0,-10.0,-7.0,-5.0
2895.0,2806.0,2867.0,3119.0,3026.0,0.991455,-0.052917,-0.118896,0.000549,0.0,0.0,-1.0,2004.0,-883.0,7737.0,73.0,-22.0,-176.0,112.0,-39.0,-150.0,0.235703,-0.105061,0.966047,4006.0,-1776.0,15468.0,3.0,3.0,-3.0
2896.0,2805.0,2867.0,3122.0,3024.0,0.991455,-0.052917,-0.118896,0.000549,0.0,0.0,-1.0,2008.0,-883.0,7734.0,77.0,-22.0,-179.0,116.0,-39.0,-152.0,0.235703,-0.105061,0.966047,4034.0,-1760.0,15452.0,4.0,3.0,-1.0
2897.0,2804.0,2867.0,3121.0,3023.0,0.991455,-0.052917,-0.119019,0.000549,0.0,-1.0,0.0,2002.0,-882.0,7747.0,69.0,-21.0,-166.0,105.0,-37.0,-141.0,0.235945,-0.105061,0.966018,4000.0,-1774.0,15486.0,3.0,0.0,1.0
2895.0,2807.0,2873.0,3121.0,3023.0,0.991455,-0.052979,-0.11908,0.00061,0.0,-1.0,0.0,2000.0,-885.0,7749.0,66.0,-23.0,-164.0,102.0,-39.0,-140.0,0.236059,-0.105197,0.965997,3962.0,-1780.0,15496.0,2.0,0.0,2.0
2895.0,2768.0,2869.0,3120.0,3024.0,0.991455,-0.052979,-0.119141,0.00061,0.0,0.0,0.0,1997.0,-886.0,7753.0,62.0,-24.0,-160.0,97.0,-39.0,-137.0,0.23618,-0.105197,0.965982,3974.0,-1738.0,15516.0,2.0,2.0,3.0
2896.0,2805.0,2869.0,3121.0,3021.0,0.991455,-0.052979,-0.119202,0.00061,0.0,-1.0,0.0,1996.0,-881.0,7758.0,60.0,-19.0,-155.0,94.0,-34.0,-133.0,0.236302,-0.105197,0.965968,4004.0,-1742.0,15512.0,1.0,0.0,2.0
2896.0,2807.0,2875.0,3121.0,3025.0,0.991394,-0.05304,-0.119263,0.000671,-1.0,-1.0,0.0,1993.0,-882.0,7767.0,56.0,-19.0,-145.0,88.0,-33.0,-124.0,0.236401,-0.105326,0.965826,3948.0,-1746.0,15600.0,-2.0,-4.0,3.0
2896.0,2807.0,2871.0,3121.0,3023.0,0.991394,-0.053101,-0.119324,0.000671,-1.0,-1.0,0.0,1992.0,-883.0,7761.0,54.0,-19.0,-150.0,87.0,-33.0,-130.0,0.236522,-0.105447,0.965805,3992.0,-1760.0,15504.0,-3.0,-5.0,2.0
2895.0,2801.0,2874.0,3119.0,3024.0,0.991394,-0.053162,-0.119507,0.000671,-1.0,-1.0,0.0,1994.0,-878.0,7754.0,53.0,-13.0,-157.0,88.0,-28.0,-137.0,0.236885,-0.105569,0.965755,4020.0,-1754.0,15476.0,-4.0,-5.0,3.0
2895.0,2805.0,2909.0,3123.0,3024.0,0.991394,-0.053162,-0.119507,0.000671,-1.0,-1.0,0.0,1991.0,-878.0,7748.0,50.0,-13.0,-163.0,87.0,-29.0,-144.0,0.236885,-0.105569,0.965755,3970.0,-1796.0,15470.0,-3.0,-1.0,4.0
2893.0,2807.0,2870.0,3121.0,3027.0,0.991394,-0.053223,-0.119629,0.000732,0.0,0.0,0.0,1988.0,-883.0,7739.0,45.0,-17.0,-172.0,84.0,-34.0,-153.0,0.237121,-0.105704,0.965719,3922.0,-1746.0,15530.0,7.0,4.0,3.0
2895.0,2806.0,2869.0,3121.0,3025.0,0.991394,-0.053223,-0.119629,0.000732,0.0,0.0,0.0,1985.0,-880.0,7749.0,42.0,-14.0,-162.0,79.0,-30.0,-145.0,0.237121,-0.105704,0.965719,3982.0,-1754.0,15512.0,1.0,3.0,3.0
2895.0,2803.0,2870.0,3120.0,3025.0,0.991394,-0.053223,-0.119629,0.000793,-1.0,-1.0,0.0,1982.0,-879.0,7757.0,39.0,-12.0,-154.0,74.0,-27.0,-138.0,0.237114,-0.105719,0.965719,3942.0,-1740.0,15606.0,-1.0,-1.0,2.0
2895.0,2806.0,2864.0,3123.0,3025.0,0.991333,-0.053284,-0.119751,0.000793,-1.0,-1.0,0.0,1979.0,-879.0,7761.0,34.0,-12.0,-148.0,68.0,-27.0,-133.0,0.237342,-0.105834,0.965562,3910.0,-1754.0,15518.0,-4.0,-6.0,0.0
2896.0,2807.0,2871.0,3121.0,3025.0,0.991333,-0.053284,-0.119812,0.000793,-1.0,-1.0,0.0,1980.0,-882.0,7762.0,34.0,-15.0,-147.0,67.0,-29.0,-132.0,0.237463,-0.105834,0.965548,4010.0,-1806.0,15546.0,-4.0,-6.0,0.0
2896.0,2805.0,2877.0,3127.0,3025.0,0.991333,-0.053406,-0.119934,0.000793,-1.0,-1.0,0.0,1981.0,-881.0,7763.0,33.0,-12.0,-146.0,66.0,-26.0,-131.0,0.237704,-0.106076,0.965505,3974.0,-1764.0,15554.0,-4.0,-4.0,1.0
2891.0,2807.0,2871.0,3123.0,3023.0,0.991333,-0.053406,-0.119995,0.000793,-1.0,-1.0,0.0,1988.0,-879.0,7757.0,39.0,-10.0,-152.0,73.0,-25.0,-136.0,0.237825,-0.106076,0.965491,4040.0,-1738.0,15450.0,-4.0,-4.0,0.0
2896.0,2807.0,2871.0,3121.0,3027.0,0.991272,-0.053467,-0.120117,0.000732,-1.0,-1.0,-1.0,1989.0,-874.0,7764.0,38.0,-4.0,-144.0,71.0,-18.0,-129.0,0.238059,-0.106176,0.965334,3948.0,-1762.0,15548.0,-7.0,-4.0,-2.0
2895.0,2805.0,2873.0,3120.0,3024.0,0.991272,-0.053528,-0.120178,0.000732,-1.0,-1.0,-1.0,1982.0,-875.0,7774.0,30.0,-4.0,-133.0,60.0,-17.0,-120.0,0.23818,-0.106297,0.965313,3914.0,-1774.0,15584.0,-9.0,-8.0,-1.0
2895.0,2807.0,2871.0,3123.0,3025.0,0.991272,-0.053711,-0.1203,0.000732,-1.0,-1.0,-1.0,1986.0,-877.0,7766.0,32.0,-3.0,-141.0,64.0,-17.0,-128.0,0.238422,-0.106661,0.965264,4086.0,-1820.0,15506.0,-15.0,-8.0,-2.0
2896.0,2805.0,2871.0,3125.0,2995.0,0.991272,-0.053772,-0.120361,0.000671,-1.0,-1.0,-1.0,1991.0,-889.0,7746.0,36.0,-14.0,-161.0,73.0,-30.0,-145.0,0.238549,-0.106767,0.965242,3962.0,-1830.0,15388.0,-2.0,-1.0,-2.0
2895.0,2803.0,2869.0,3107.0,3025.0,0.991211,-0.053772,-0.120422,0.000671,-1.0,0.0,-1.0,1992.0,-882.0,7762.0,36.0,-7.0,-144.0,69.0,-21.0,-129.0,0.238656,-0.10676,0.965107,3972.0,-1808.0,15600.0,-7.0,1.0,-2.0
2896.0,2807.0,2875.0,3120.0,3025.0,0.991211,-0.053833,-0.120483,0.000671,-1.0,-1.0,-1.0,1990.0,-878.0,7765.0,33.0,-2.0,-140.0,65.0,-16.0,-127.0,0.238777,-0.106882,0.965085,3972.0,-1698.0,15520.0,-5.0,-4.0,-3.0
2896.0,2806.0,2871.0,3121.0,3025.0,0.991211,-0.053955,-0.120667,0.00061,-1.0,-1.0,-1.0,1992.0,-881.0,7764.0,32.0,-3.0,-141.0,64.0,-17.0,-128.0,0.239146,-0.107109,0.965028,3948.0,-1758.0,15528.0,-14.0,-9.0,-4.0
2895.0,2807.0,2873.0,3123.0,3026.0,0.991211,-0.054016,-0.120667,0.000549,-1.0,-1.0,-1.0,1982.0,-883.0,7765.0,22.0,-4.0,-140.0,54.0,-18.0,-129.0,0.239153,-0.107215,0.965021,3908.0,-1780.0,15536.0,-15.0,-7.0,-7.0
2894.0,2805.0,2875.0,3123.0,3025.0,0.99115,-0.054199,-0.12085,0.000427,-2.0,-1.0,-1.0,1975.0,-883.0,7772.0,12.0,-2.0,-131.0,43.0,-15.0,-123.0,0.239514,-0.107542,0.964836,3974.0,-1820.0,15530.0,-23.0,-12.0,-12.0
2894.0,2807.0,2874.0,3122.0,3025.0,0.99115,-0.054321,-0.120911,0.000366,-1.0,-1.0,-1.0,1975.0,-890.0,7760.0,11.0,-7.0,-143.0,44.0,-22.0,-134.0,0.239641,-0.10777,0.964808,3960.0,-1820.0,15446.0,-18.0,-8.0,-14.0
2893.0,2803.0,2871.0,3121.0,3024.0,0.99115,-0.054443,-0.121033,0.000183,-1.0,0.0,-1.0,1998.0,-888.0,7740.0,32.0,-3.0,-163.0,70.0,-20.0,-149.0,0.239903,-0.107967,0.964765,4086.0,-1754.0,15410.0,-6.0,4.0,-15.0
2895.0,2806.0,2875.0,3122.0,3029.0,0.99115,-0.054443,-0.121033,0.000122,-1.0,0.0,-1.0,2008.0,-887.0,7736.0,42.0,-2.0,-167.0,80.0,-19.0,-150.0,0.23991,-0.107953,0.964765,4058.0,-1790.0,15448.0,0.0,8.0,-10.0
2896.0,2805.0,2871.0,3121.0,3024.0,0.99115,-0.054443,-0.121094,6.1e-05,0.0,0.0,-1.0,2014.0,-895.0,7752.0,47.0,-10.0,-151.0,81.0,-25.0,-133.0,0.240037,-0.107938,0.96475,4006.0,-1746.0,15556.0,4.0,3.0,-4.0
2895.0,2806.0,2871.0,3121.0,3025.0,0.991089,-0.054443,-0.121094,6.1e-05,-1.0,0.0,-1.0,2009.0,-889.0,7760.0,42.0,-4.0,-142.0,74.0,-18.0,-126.0,0.240023,-0.107931,0.964629,3978.0,-1726.0,15544.0,-1.0,1.0,-3.0
2895.0,2805.0,2871.0,3121.0,3023.0,0.991089,-0.054504,-0.121155,0.0,-1.0,0.0,-1.0,2003.0,-893.0,7751.0,35.0,-7.0,-151.0,70.0,-22.0,-136.0,0.24015,-0.108037,0.964608,3964.0,-1788.0,15438.0,-1.0,2.0,-4.0
2894.0,2810.0,2847.0,3121.0,3024.0,0.991089,-0.054504,-0.121216,-6.1e-05,0.0,0.0,-1.0,1997.0,-885.0,7752.0,28.0,0.0,-149.0,62.0,-15.0,-136.0,0.240278,-0.108023,0.964593,3956.0,-1720.0,15562.0,3.0,3.0,-7.0
2895.0,2805.0,2871.0,3121.0,3023.0,0.991089,-0.054504,-0.121216,-0.000122,-1.0,-1.0,-1.0,1990.0,-887.0,7767.0,21.0,-2.0,-134.0,52.0,-16.0,-123.0,0.240285,-0.108008,0.964593,3992.0,-1758.0,15572.0,-6.0,0.0,-9.0
2895.0,2807.0,2871.0,3120.0,3026.0,0.991089,-0.054565,-0.121216,-0.000183,-1.0,-1.0,-1.0,1986.0,-885.0,7762.0,17.0,0.0,-139.0,49.0,-14.0,-129.0,0.240291,-0.108114,0.964587,3982.0,-1760.0,15440.0,-7.0,-1.0,-11.0
2895.0,2807.0,2875.0,3123.0,3026.0,0.991089,-0.054626,-0.121277,-0.000366,-1.0,0.0,-1.0,1988.0,-882.0,7767.0,18.0,4.0,-134.0,49.0,-10.0,-125.0,0.240432,-0.108191,0.964565,4024.0,-1762.0,15546.0,-6.0,1.0,-14.0
2895.0,2807.0,2871.0,3121.0,3025.0,0.991089,-0.054626,-0.121338,-0.000427,-1.0,0.0,-1.0,1992.0,-883.0,7760.0,21.0,3.0,-141.0,54.0,-12.0,-131.0,0.24056,-0.108176,0.96455,4004.0,-1768.0,15464.0,-4.0,4.0,-12.0
2896.0,2803.0,2871.0,3123.0,3023.0,0.991089,-0.054688,-0.121338,-0.000549,0.0,0.0,-1.0,2011.0,-898.0,7751.0,40.0,-11.0,-150.0,74.0,-26.0,-133.0,0.240573,-0.108267,0.964544,4096.0,-1862.0,15456.0,3.0,4.0,-7.0
2895.0,2805.0,2870.0,3121.0,3023.0,0.991089,-0.054626,-0.121399,-0.000549,0.0,0.0,-1.0,2014.0,-896.0,7752.0,42.0,-10.0,-149.0,76.0,-25.0,-132.0,0.240694,-0.108146,0.964536,4028.0,-1768.0,15530.0,6.0,7.0,-4.0
2896.0,2806.0,2871.0,3123.0,3023.0,0.991089,-0.054626,-0.121399,-0.000549,0.0,0.0,-1.0,2005.0,-896.0,7767.0,33.0,-10.0,-134.0,64.0,-24.0,-120.0,0.240694,-0.108146,0.964536,3956.0,-1764.0,15600.0,7.0,3.0,-1.0
2895.0,2806.0,2869.0,3121.0,3023.0,0.991089,-0.054565,-0.121399,-0.000549,0.0,0.0,0.0,2003.0,-892.0,7769.0,31.0,-7.0,-132.0,61.0,-20.0,-119.0,0.240694,-0.108025,0.964542,3998.0,-1744.0,15530.0,5.0,3.0,0.0
2896.0,2807.0,2870.0,3123.0,3025.0,0.991089,-0.054565,-0.121399,-0.000549,0.0,0.0,0.0,1998.0,-884.0,7770.0,26.0,0.0,-131.0,56.0,-13.0,-120.0,0.240694,-0.108025,0.964542,3948.0,-1728.0,15562.0,3.0,3.0,2.0
2894.0,2803.0,2871.0,3121.0,3023.0,0.991089,-0.054504,-0.12146,-0.000549,0.0,-1.0,0.0,1995.0,-884.0,7774.0,22.0,0.0,-127.0,51.0,-13.0,-117.0,0.240815,-0.107904,0.964534,3968.0,-1766.0,15616.0,2.0,0.0,3.0
2893.0,2805.0,2871.0,3107.0,3024.0,0.991089,-0.054565,-0.121521,-0.000488,0.0,-1.0,0.0,1999.0,-885.0,7766.0,25.0,0.0,-135.0,56.0,-14.0,-124.0,0.240929,-0.10804,0.964513,3978.0,-1768.0,15528.0,2.0,-1.0,3.0
2895.0,2806.0,2871.0,3121.0,3025.0,0.991089,-0.054565,-0.121521,-0.000488,-1.0,-1.0,0.0,1994.0,-888.0,7762.0,20.0,-2.0,-139.0,52.0,-16.0,-129.0,0.240929,-0.10804,0.964513,3988.0,-1812.0,15486.0,0.0,0.0,3.0
2895.0,2807.0,2871.0,3123.0,3027.0,0.991089,-0.054565,-0.121582,-0.000488,0.0,-1.0,0.0,1993.0,-885.0,7755.0,18.0,0.0,-146.0,52.0,-15.0,-136.0,0.24105,-0.10804,0.964498,4024.0,-1786.0,15478.0,2.0,0.0,2.0
2895.0,2806.0,2871.0,3120.0,3023.0,0.991028,-0.054565,-0.121582,-0.000427,0.0,0.0,0.0,1986.0,-880.0,7756.0,11.0,5.0,-144.0,45.0,-10.0,-136.0,0.241029,-0.108048,0.964377,3940.0,-1730.0,15518.0,3.0,1.0,2.0
2896.0,2803.0,2873.0,3121.0,3023.0,0.991028,-0.054565,-0.121643,-0.000427,-1.0,-1.0,0.0,1992.0,-882.0,7756.0,16.0,3.0,-144.0,50.0,-12.0,-135.0,0.24115,-0.108048,0.964362,4010.0,-1788.0,15512.0,0.0,-1.0,1.0
2896.0,2807.0,2875.0,3120.0,3023.0,0.991028,-0.054565,-0.121643,-0.000427,0.0,-1.0,0.0,1986.0,-881.0,7761.0,10.0,4.0,-139.0,43.0,-10.0,-132.0,0.24115,-0.108048,0.964362,3928.0,-1734.0,15542.0,1.0,-1.0,1.0
2895.0,2803.0,2870.0,3121.0,3019.0,0.991028,-0.054565,-0.121704,-0.000427,0.0,-1.0,0.0,1978.0,-877.0,7760.0,1.0,8.0,-139.0,34.0,-7.0,-134.0,0.241271,-0.108048,0.964347,3916.0,-1708.0,15534.0,2.0,-1.0,3.0
2896.0,2807.0,2875.0,3120.0,3023.0,0.991028,-0.054565,-0.121704,-0.000366,0.0,-1.0,0.0,1984.0,-881.0,7754.0,7.0,4.0,-145.0,41.0,-11.0,-138.0,0.241264,-0.108063,0.964347,4022.0,-1800.0,15458.0,1.0,0.0,3.0
2896.0,2807.0,2869.0,3123.0,3023.0,0.991028,-0.054504,-0.121765,-0.000366,0.0,0.0,0.0,1989.0,-885.0,7751.0,11.0,0.0,-148.0,46.0,-15.0,-140.0,0.241385,-0.107942,0.964339,3984.0,-1794.0,15486.0,4.0,3.0,3.0
2895.0,2807.0,2875.0,3121.0,3025.0,0.991028,-0.054504,-0.121765,-0.000305,0.0,0.0,0.0,1986.0,-884.0,7756.0,8.0,0.0,-143.0,42.0,-15.0,-135.0,0.241379,-0.107956,0.964339,3956.0,-1762.0,15572.0,4.0,3.0,5.0
2896.0,2807.0,2871.0,3124.0,3026.0,0.991028,-0.054504,-0.121826,-0.000305,0.0,-1.0,0.0,1993.0,-882.0,7757.0,14.0,2.0,-142.0,47.0,-13.0,-133.0,0.2415,-0.107956,0.964324,4016.0,-1748.0,15502.0,3.0,-1.0,2.0
2895.0,2806.0,2869.0,3123.0,3024.0,0.991028,-0.054504,-0.121826,-0.000305,0.0,-1.0,0.0,1991.0,-889.0,7750.0,12.0,-4.0,-149.0,47.0,-19.0,-140.0,0.2415,-0.107956,0.964324,3982.0,-1854.0,15434.0,2.0,0.0,2.0
2895.0,2806.0,2869.0,3121.0,3023.0,0.991028,-0.054504,-0.121826,-0.000244,0.0,0.0,0.0,1979.0,-881.0,7754.0,0.0,3.0,-145.0,35.0,-12.0,-140.0,0.241493,-0.107971,0.964324,3964.0,-1762.0,15556.0,3.0,3.0,3.0
2891.0,2803.0,2871.0,3143.0,3025.0,0.991028,-0.054504,-0.121826,-0.000244,-1.0,0.0,0.0,1981.0,-885.0,7751.0,2.0,0.0,-148.0,37.0,-15.0,-142.0,0.241493,-0.107971,0.964324,3968.0,-1790.0,15458.0,0.0,1.0,3.0
2895.0,2806.0,2870.0,3121.0,3023.0,0.991028,-0.054504,-0.121887,-0.000183,-1.0,-1.0,0.0,1980.0,-873.0,7753.0,0.0,11.0,-146.0,35.0,-4.0,-141.0,0.241607,-0.107986,0.964309,3968.0,-1700.0,15528.0,-1.0,-2.0,3.0
2895.0,2806.0,2871.0,3121.0,3023.0,0.991028,-0.054504,-0.121887,-0.000183,-1.0,-1.0,0.0,1982.0,-876.0,7757.0,2.0,8.0,-142.0,36.0,-7.0,-137.0,0.241607,-0.107986,0.964309,3982.0,-1760.0,15530.0,-5.0,-3.0,4.0
2895.0,2803.0,2869.0,3121.0,3022.0,0.991028,-0.054504,-0.122009,-0.000183,-1.0,-1.0,0.0,1983.0,-878.0,7753.0,1.0,6.0,-146.0,36.0,-9.0,-141.0,0.241849,-0.107986,0.964279,3960.0,-1770.0,15524.0,-1.0,-2.0,4.0
2894.0,2803.0,2871.0,3119.0,3025.0,0.991028,-0.054565,-0.122009,-0.000122,0.0,0.0,0.0,1989.0,-889.0,7742.0,7.0,-3.0,-157.0,44.0,-19.0,-149.0,0.241843,-0.108122,0.964273,4008.0,-1814.0,15424.0,2.0,2.0,2.0
